country,tradition_secularism,survival_self-expression,unpeacefulness,eco_footprint,education,nominal_GDP,inequality,life_expectancy,religion_christian,religion_muslim,religion_unaffiliated,religion_hinduism,religion_buddhism,religion_folk,religions_other,religion_judaism,happiness,cluster
Spain,0.39223924692840234,0.6016325089683303,-0.6265354935214015,0.030997971390787842,0.6078393415500704,0.13783656927934076,-0.22634556368551342,1.2605248142864494,0.4068400280437782,-0.3675600816109553,-0.04849495073127575,-0.11192593339907195,-0.17291350172106434,-0.13335061512323812,-0.17763527541646468,-0.11750087038062934,0.7033515382391768,1
Sweden,2.174283477650979,2.4211953457046698,-0.9653136431127787,1.781031866421731,1.1231500911499306,-0.12572811166055625,-1.057937506456838,1.1766544823404577,-0.3916150691148403,-0.38162814318966276,-0.1302519815071433,-0.11192593339907195,-0.17164165454610442,-0.13335061512323812,-0.1744791302637892,-0.17601038404409444,1.5634521126186367,1
Switzerland,1.0466622695101395,1.9688178448586184,-1.2714384770808902,1.0673308924705642,1.0780604005599428,-0.30021935318110415,-0.5082411375063013,1.2954707859306123,-0.4113563578518058,-0.38290705787863616,-0.14264740230219417,-0.11173540495682312,-0.17164165454610442,-0.1338202179026007,-0.17763527541646468,-0.1643084813114014,1.7686137175164887,1
Tanzania,-1.5508937278142942,-0.09201299232894845,-0.2979615050622948,-1.1177672949004736,-1.8592108721592577,-0.30403778563555656,0.591151600394771,-1.6097198549637561,0.1747464982983729,0.010742883387376565,-0.15517468927591582,-0.11164014073569871,-0.17291350172106434,-0.10893127059638257,-0.1713229851111137,-0.18186133541044094,-2.1255113600639057,0
Thailand,-0.3427281476633948,0.06883234130520312,0.5551063655955097,-0.46272667497269043,-0.44210631075964335,-0.1502737498156354,0.013265674062155678,0.25194524377852273,-0.5439431213960201,-0.29619664196623957,-0.1612405334947705,-0.11144961229344988,2.1678303775658962,-0.1320983410449378,-0.17921334799280242,-0.18186133541044094,0.204256480170363,0
Turkey,-0.5944293101948322,-0.27296399266736904,2.0591997164921656,-0.13520636500879887,-0.261747548399693,-0.06976945953130134,0.7884785020693224,0.33807153233843096,-0.5514127982154124,1.4318728857746195,-0.15240549952382998,-0.11206882973075856,-0.17164165454610442,-0.13335061512323812,-0.13344924327900795,-0.1643084813114014,-0.8185924827097963,0
Uganda,-1.1280357747614793,-0.44386215965365505,0.38775812302627566,-1.1568741975827295,-1.318134585079405,-0.3124177055725333,0.9153315102886767,-1.9421259372430344,0.2131619790838193,-0.29440616140167686,-0.161504265852112,-0.11116381963007664,-0.17291350172106434,-0.12489776509471119,-0.16816683995843823,-0.18186133541044094,-1.1263348900565755,0
Ukraine,0.6036682234548099,-0.7756056602740926,1.9265456217726507,-0.37473614393761523,0.41459781045012345,-0.26799719902451596,-1.4384965311149014,-0.5954169108776627,0.45646002405831315,-0.37830296499833194,-0.07552751735878034,-0.11202119762019636,-0.17236842436036723,-0.1338202179026007,-0.17921334799280242,-0.12920277311332234,-0.8905963151979854,0
Uruguay,-0.07089089212944241,1.0540100098143814,-0.6020455068039524,-0.34051760409064136,0.021673363880230077,-0.306980992753256,0.4783933708664563,0.37309516169735857,-0.5079286081596641,-0.3924989180459367,-0.14568032441162151,-0.11206882973075856,-0.17291350172106434,-0.13303754660366304,-0.17921334799280242,-0.18186133541044094,0.6441703060571043,1
United States of America,-0.5138849381847723,1.8280781779287358,0.8061287294493609,2.255203061444082,1.1167087067799322,7.0685967552867925,0.6757202725410076,0.5126810211013589,5.9242634558535165,-0.3217749357457076,0.5085077879739895,-0.09506416626005097,-0.04336678232871761,-0.11425343542915876,0.41887615843920106,6.470670368125542,1.1570743183017356,3
Venezuela,-1.3092606117841143,0.49105134209485096,1.3571534305919621,-0.017885656962031846,0.0732044388402161,-0.3118858006717442,0.3797299200291801,-0.557737387673782,0.13072875989838223,-0.3903247630746819,-0.12550479907499615,-0.11206882973075856,-0.17291350172106434,-0.1320983410449378,-0.1744791302637892,-0.18186133541044094,-0.8738282994130644,0
Vietnam,-0.0004145666206399393,-0.20259415920242768,-0.26326735721257566,-0.956451321336169,-0.6675547637095822,-0.20772624879959123,-0.08539777677511948,-0.02665180794022083,-0.3686724903124209,-0.3885342825101191,0.17963353836912885,-0.11206882973075856,0.3494523022803338,1.1104706131485196,-0.07032634022549834,-0.18186133541044094,-0.36191064103813486,0
Zambia,-0.47361275217974225,-0.5644961598792687,-0.4102072775172694,-1.2790832684647784,-0.9638584447295018,-0.3193627717438057,2.930884863107311,-1.8596612099342862,-0.2192789539245738,-0.39083632895027126,-0.16282292763881956,-0.11202119762019636,-0.17291350172106434,-0.13272447808408797,-0.1429176787370344,-0.18186133541044094,-1.681652118698359,0
Zimbabwe,-1.2085801467715394,-1.30840582793722,0.9326603274895143,-1.0933254807240638,-1.1055689008694627,-0.3180436475898488,1.1267531906542676,-2.2411003733160633,-0.26836540159486644,-0.3898131971990925,-0.15069123920111016,-0.11206882973075856,-0.17291350172106434,-0.11894946322278484,-0.16816683995843823,-0.17601038404409444,-2.5969885097810863,0
Germany,1.6960512688412481,0.5614211755597923,-0.9367419919424216,0.827801113541748,1.3550399284698669,1.03730838797646,-0.620999367034617,0.8555398317879827,0.948391597449724,-0.27087413112456626,0.10460168270546975,-0.11135434807232547,-0.16546411112487047,-0.13272447808408797,-0.14922996904238534,0.08143147607515203,1.3582905077207839,1
