,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,'afrofuturism','alternative dance','alternative metal','alternative rock','ambient','art pop','art rock','britpop','chamber pop','dance rock','electronica','electropop','etherpop','experimental pop','experimental vocal','icelandic experimental','icelandic pop','icelandic singer-songwriter','indie folk','indie jazz','indie pop','indie rock','indie soul','intelligent dance music','jazz','la pop','madchester','melancholia','metropopolis','microhouse','modern rock','new rave','new romantic','new wave','ninja','oxford indie','permanent wave','pop rock','rock','stomp and holler','stoner metal','synthpop','trip hop',Unknown,cluster_no
0,-1.9648176358216056,0.7181430808049718,-0.04925763163820661,0.9025991993600008,-0.17644713788258343,-0.9750715940224947,1.112106856064263,-0.419813638005755,-1.1013030648544977,-0.03671620552992801,4.188358621166975,0.34509334569403133,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,-0.3043543641010728,-0.2053501270971001,-0.15384615384615383,-0.23426064283290912,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,-0.29673273237950815,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,7.134423592694788,-0.3817006212182665,-0.2296482891597408,-0.37838050447585286,3
1,-1.3440684954494186,-0.006623243036481651,-0.8739257226133428,0.9025991993600008,-0.3549321063418528,-0.9638531221816412,-0.8785766236069906,-0.4567522731421938,-0.2755122629599202,0.3541038409679194,0.7502405622909654,0.34509334569403133,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,-0.3043543641010728,-0.2053501270971001,-0.15384615384615383,-0.23426064283290912,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,-0.29673273237950815,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,-0.14016549298025122,-0.3817006212182665,-0.2296482891597408,-0.37838050447585286,3
2,-0.7672107084368808,0.32055698315480324,1.6000785503120656,-1.1079114635921041,0.12594475082940162,-0.9386561089780593,1.5796794877170048,-0.5934252231470173,-1.1179018749428309,0.2588714318382276,0.9200506004300346,0.34509334569403133,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,-0.3043543641010728,-0.2053501270971001,-0.15384615384615383,-0.23426064283290912,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,-0.29673273237950815,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,-0.14016549298025122,-0.3817006212182665,-0.2296482891597408,-0.37838050447585286,3
3,-1.6701185489782442,0.7388506900575847,1.6000785503120656,-1.1079114635921041,0.3014795545207492,-0.9181296165217764,-0.8783229584547287,-0.47152772719676933,-1.3145977744895794,2.5781560327858832,-0.07258158426523229,-1.9220388874097971,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,-0.3043543641010728,-0.2053501270971001,-0.15384615384615383,-0.23426064283290912,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,-0.29673273237950815,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,-0.14016549298025122,-0.3817006212182665,-0.2296482891597408,-0.37838050447585286,3
4,-1.4193108154945322,0.6601617748976555,-1.1488150862717215,0.9025991993600008,-0.0009123341912360138,-0.9681071633718563,-0.5621951423090277,1.633974475580241,-0.35020690835741974,-0.7810770609121584,1.1651007888499814,0.34509334569403133,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,-0.3043543641010728,-0.2053501270971001,-0.15384615384615383,-0.23426064283290912,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,-0.29673273237950815,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,-0.14016549298025122,-0.3817006212182665,-0.2296482891597408,-0.37838050447585286,3
5,-0.5979154883353753,0.1673206746854673,-1.4237044499301001,0.9025991993600008,-0.16464647881089625,-0.771766800746542,1.050510461475279,1.5009953890890613,-0.7734765656099166,-0.5132421124150724,0.23166786466436992,0.34509334569403133,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,-0.3043543641010728,-0.2053501270971001,-0.15384615384615383,-0.23426064283290912,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,-0.29673273237950815,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,-0.14016549298025122,-0.3817006212182665,-0.2296482891597408,-0.37838050447585286,3
6,-0.21543369477271446,1.3973526642906766,-0.04925763163820661,0.9025991993600008,-0.3401812825022438,-0.9728193320748639,-0.8780782527780433,1.0651194944790838,-0.17176969990783753,-0.49779454900292736,0.19402193380218513,0.34509334569403133,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,-0.3043543641010728,-0.2053501270971001,-0.15384615384615383,-0.23426064283290912,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,-0.29673273237950815,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,-0.14016549298025122,-0.3817006212182665,-0.2296482891597408,-0.37838050447585286,3
7,-1.9460070558103273,-0.2882467288720176,-1.1488150862717215,0.9025991993600008,-0.21037403271368424,-0.9743692309980122,1.431288173479907,1.774341289098708,-1.3868025983738288,0.06711656010331281,1.9102937164359706,0.34509334569403133,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,-0.3043543641010728,-0.2053501270971001,-0.15384615384615383,-0.23426064283290912,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,-0.29673273237950815,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,-0.14016549298025122,-0.3817006212182665,-0.2296482891597408,2.642842292800572,3
8,0.2987221588688957,1.0701724380993918,1.325189186653687,-1.1079114635921041,0.42243631000554327,0.4140099953511895,-0.6747485542398074,0.16381679714997766,1.7329437577283988,1.8402123664870706,-0.9462464220627762,-1.9220388874097971,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,-0.3043543641010728,-0.2053501270971001,-0.15384615384615383,-0.23426064283290912,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,-0.29673273237950815,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,-0.14016549298025122,-0.3817006212182665,-0.2296482891597408,-0.37838050447585286,3
9,1.935242619850116,-1.0130130527134709,-0.3241469952965853,0.9025991993600008,2.701438593225139,0.27121700435096074,-0.511798092190768,-0.19818182718712246,0.25149995734465935,-0.8916908768655057,-0.46236176073062246,0.34509334569403133,-0.14715142985063584,-0.26057865332352387,-0.20535012709710013,-0.3442883715123424,-0.15384615384615383,3.2856437033638546,-0.2053501270971001,-0.15384615384615383,4.268749491621899,-0.3817006212182665,-0.3512500866571044,-0.21533919230352733,-0.20535012709710015,-0.19493588689617927,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16028630510665307,-0.16650156839269628,-0.22964828915974086,3.3700360320244145,-0.2249606353329238,-0.17251638983558856,-0.17251638983558856,-0.17835118482708393,-0.14715142985063584,-0.14715142985063584,-0.27300945311597397,-0.14715142985063584,-0.2889763085260673,-0.23880217038044568,-0.3817006212182665,-0.3850066083790969,-0.14016549298025122,-0.14715142985063584,-0.49457488467042343,-0.15384615384615383,-0.3407771005482389,-0.17835118482708393,-0.14016549298025122,-0.3817006212182665,-0.2296482891597408,-0.37838050447585286,3
