,'afrofuturism','alternative dance','alternative metal','alternative rock','ambient','art pop','art rock','britpop','chamber pop','dance rock','electronica','electropop','etherpop','experimental pop','experimental vocal','icelandic experimental','icelandic pop','icelandic singer-songwriter','indie folk','indie jazz','indie pop','indie rock','indie soul','intelligent dance music','jazz','la pop','madchester','melancholia','metropopolis','microhouse','modern rock','new rave','new romantic','new wave','oxford indie','permanent wave','pop rock','rock','stomp and holler','synthpop','trip hop',Unknown
0,11,33,21,55,12,44,21,12,27,66,57,23,21,19,13,13,13,13,13,14,26,42,25,15,15,16,11,11,36,11,40,28,66,67,11,102,12,54,16,66,26,65
